id,ticker,slug,question,endDate,resolutionSource,resolvedOutcome,closed,active,archived,restricted,resolvedBy,category,volumeNum,liquidityNum,tags
637877,HON,hon-quarterly-earnings-nongaap-eps-10-23-2025-2pt57,Will Honeywell International (HON) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,9806.787639,,"economy,earnings,hide-from-new"
637879,PCG,pcg-quarterly-earnings-nongaap-eps-10-23-2025-0pt41,Will PG&E (PCG) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7815.204372,,"earnings,economy,hide-from-new"
637880,STBA,stba-quarterly-earnings-gaap-eps-10-23-2025-0pt86,Will S&T Bancorp (STBA) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,2942.226548,,"earnings,economy,hide-from-new"
637884,TMUS,tmus-quarterly-earnings-gaap-eps-10-23-2025-2pt4,Will T-Mobile US (TMUS) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,22591.915618,,"earnings,economy,hide-from-new"
637885,TSCO,tsco-quarterly-earnings-gaap-eps-10-23-2025-0pt48,Will Tractor Supply (TSCO) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,3591.96574,,"earnings,economy,hide-from-new"
637886,UNP,unp-quarterly-earnings-gaap-eps-10-23-2025-2pt98,Will Union Pacific (UNP) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,8786.672867,,"earnings,economy,hide-from-new"
642133,IMAX,imax-quarterly-earnings-nongaap-eps-10-23-2025-0pt39,Will IMAX (IMAX) beat quarterly earnings?,2025-10-23T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,6826.753997,,"earnings,economy,hide-from-new"
627748,SAM,sam-quarterly-earnings-gaap-eps-10-23-2025-3pt61,Will Boston Beer (SAM) beat quarterly earnings?,2025-10-23T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4652.433418,,"earnings,economy,finance,hide-from-new"
637869,COUR,cour-quarterly-earnings-nongaap-eps-10-23-2025-0pt08,Will Coursera (COUR) beat quarterly earnings?,2025-10-23T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,49939.083025,,"earnings,economy,hide-from-new"
637878,INTC,intc-quarterly-earnings-nongaap-eps-10-23-2025-0,Will Intel (INTC) beat quarterly earnings?,2025-10-23T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,19629.633897,,"earnings,economy,hide-from-new"
637883,SSNC,ssnc-quarterly-earnings-nongaap-eps-10-23-2025-1pt47,Will SS&C Technologies Holdings (SSNC) beat quarterly earnings?,2025-10-23T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,17599.083556,,"earnings,economy,hide-from-new"
642123,PG,pg-quarterly-earnings-nongaap-eps-10-24-2025-1pt9,Will Procter & Gamble (PG) beat quarterly earnings?,2025-10-24T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,16195.371783,,"earnings,economy,hide-from-new"
642132,GD,gd-quarterly-earnings-gaap-eps-10-24-2025-3pt71,Will General Dynamics (GD) beat quarterly earnings?,2025-10-24T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7345.268374,,"economy,earnings,hide-from-new"
637871,F,f-quarterly-earnings-nongaap-eps-10-24-2025-0pt35,Will Ford Motor (F) beat quarterly earnings?,2025-10-24T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,19513.213928,,"earnings,economy,hide-from-new"
642137,BBBY,bbby-quarterly-earnings-nongaap-eps-10-27-2025-neg0pt31,Will Bed Bath & Beyond (BBBY) beat quarterly earnings?,2025-10-27T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,36386.406622,,"earnings,economy,hide-from-new"
647803,CFLT,cflt-quarterly-earnings-nongaap-eps-10-27-2025-0pt1,Will Confluent (CFLT) beat quarterly earnings?,2025-10-27T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,6935.72498,,"earnings,finance,hide-from-new"
642125,PIPR,pipr-quarterly-earnings-nongaap-eps-10-28-2025-3pt27,Will Piper Sandler Companies (PIPR) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12129.688746,,"earnings,economy,hide-from-new"
642128,RCL,rcl-quarterly-earnings-nongaap-eps-10-28-2025-5pt68,Will Royal Caribbean Cruises (RCL) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,15125.376087,,"earnings,economy,hide-from-new"
642134,ARCC,arcc-quarterly-earnings-nongaap-eps-10-28-2025-0pt5,Will Ares Capital (ARCC) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12997.949186,,"earnings,economy,hide-from-new"
643019,IVZ,ivz-quarterly-earnings-nongaap-eps-10-28-2025-0pt44,Will Invesco (IVZ) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4074.578142,,"earnings,economy,hide-from-new"
643022,JBLU,jblu-quarterly-earnings-nongaap-eps-10-28-2025-neg0pt42,Will JetBlue Airways (JBLU) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12029.149486,,"earnings,economy,hide-from-new"
643023,LH,lh-quarterly-earnings-nongaap-eps-10-28-2025-4pt14,Will Labcorp Holdings (LH) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7275.324406,,"earnings,economy,hide-from-new"
643033,MSCI,msci-quarterly-earnings-nongaap-eps-10-28-2025-4pt37,Will MSCI (MSCI) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11037.709062,,"economy,earnings,hide-from-new"
643036,PYPL,pypl-quarterly-earnings-nongaap-eps-10-28-2025-1pt21,Will PayPal Holdings (PYPL) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,32025.079283,,"economy,earnings,hide-from-new"
643038,SOFI,sofi-quarterly-earnings-gaap-eps-10-28-2025-0pt08,Will SoFi Technologies (SOFI) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,72258.901883,,"earnings,economy,hide-from-new"
643046,SYY,syy-quarterly-earnings-nongaap-eps-10-28-2025-1pt12,Will Sysco (SYY) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,41004.601021,,"economy,earnings,hide-from-new"
643048,UPS,ups-quarterly-earnings-nongaap-eps-10-28-2025-1pt31,Will United Parcel Service (UPS) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,14144.458263,,"earnings,economy,hide-from-new"
643051,UNH,unh-quarterly-earnings-nongaap-eps-10-28-2025-2pt84,Will UnitedHealth Group (UNH) beat quarterly earnings?,2025-10-28T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,21086.957054,,"earnings,economy,hide-from-new"
642139,BKNG,bkng-quarterly-earnings-nongaap-eps-10-28-2025-95pt61,Will Booking Holdings (BKNG) beat quarterly earnings?,2025-10-28T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10947.369477,,"earnings,economy,hide-from-new"
643016,CSGP,csgp-quarterly-earnings-gaap-eps-10-28-2025-0pt01,Will CoStar Group (CSGP) beat quarterly earnings?,2025-10-28T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,21840.954153,,"earnings,economy,hide-from-new"
643017,EA,ea-quarterly-earnings-gaap-eps-10-28-2025-0pt35,Will Electronic Arts (EA) beat quarterly earnings?,2025-10-28T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,34490.077012,,"earnings,economy,hide-from-new"
627698,EVR,evr-quarterly-earnings-nongaap-eps-10-29-2025-2pt93,Will Evercore (EVR) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,27247.416592,,"earnings,economy,finance"
627749,VZ,vz-quarterly-earnings-gaap-eps-10-29-2025-1pt17,Will Verizon Communications (VZ) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,32741.897001,,"earnings,economy,finance,hide-from-new"
637846,OTIS,otis-quarterly-earnings-nongaap-eps-10-29-2025-1,Will Otis Worldwide (OTIS) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11065.558473,,"earnings,economy,hide-from-new"
643053,PAG,pag-quarterly-earnings-gaap-eps-10-29-2025-3pt38,Will Penske Automotive Group (PAG) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11507.631941,,"economy,earnings,hide-from-new"
647505,BA,ba-quarterly-earnings-nongaap-eps-10-29-2025-neg2pt38,Will Boeing (BA) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,28547.065392,,"earnings,finance,hide-from-new"
647509,CAT,cat-quarterly-earnings-nongaap-eps-10-29-2025-4pt52,Will Caterpillar (CAT) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11657.563042,,"earnings,hide-from-new,finance"
647808,CVS,cvs-quarterly-earnings-nongaap-eps-10-29-2025-1pt36,Will CVS Health (CVS) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7332.744896,,"earnings,finance,hide-from-new"
647815,ETSY,etsy-quarterly-earnings-gaap-eps-10-29-2025-0pt52,Will Etsy (ETSY) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10701.599469,,"earnings,hide-from-new,finance"
647816,GRMN,grmn-quarterly-earnings-nongaap-eps-10-29-2025-1pt98,Will Garmin (GRMN) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,6587.383438,,"earnings,finance,hide-from-new"
647818,KHC,khc-quarterly-earnings-nongaap-eps-10-29-2025-0pt58,Will Kraft Heinz (KHC) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4563.47383,,"earnings,finance,hide-from-new"
647823,OTLY,otly-quarterly-earnings-gaap-eps-10-29-2025-neg0pt87,Will Oatly Group (OTLY) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,23241.004588,,"earnings,hide-from-new,finance"
648218,VIRT,virt-quarterly-earnings-nongaap-eps-10-29-2025-0pt95,Will Virtu Financial (VIRT) beat quarterly earnings?,2025-10-29T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4915.740972,,"earnings,finance,hide-from-new"
642124,TDOC,tdoc-quarterly-earnings-gaap-eps-10-29-2025-neg0pt26,Will Teladoc Health (TDOC) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12325.717658,,"earnings,economy,hide-from-new"
642130,GOOGL,googl-quarterly-earnings-gaap-eps-10-29-2025-2pt29,Will Alphabet (GOOGL) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,140820.696219,,"economy,earnings,hide-from-new"
643045,SBUX,sbux-quarterly-earnings-gaap-eps-10-29-2025-0pt51,Will Starbucks (SBUX) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,24103.566097,,"earnings,economy,hide-from-new"
643054,MSFT,msft-quarterly-earnings-gaap-eps-10-29-2025-3pt66,Will Microsoft (MSFT) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,46480.381425,,"earnings,economy,hide-from-new"
647508,CVNA,cvna-quarterly-earnings-gaap-eps-10-29-2025-1pt27,Will Carvana (CVNA) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,19249.326449,,"earnings,hide-from-new,finance"
647510,CMG,cmg-quarterly-earnings-nongaap-eps-10-29-2025-0pt29,Will Chipotle Mexican Grill (CMG) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,9571.44121,,"earnings,finance,hide-from-new"
647811,EBAY,ebay-quarterly-earnings-nongaap-eps-10-29-2025-1pt33,Will eBay (EBAY) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,17348.780978,,"earnings,finance,hide-from-new"
647819,META,meta-quarterly-earnings-gaap-eps-10-29-2025-6pt72,Will Meta Platforms (META) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,39904.21982,,"earnings,hide-from-new,finance"
647822,MGM,mgm-quarterly-earnings-nongaap-eps-10-29-2025-0pt3,Will MGM Resorts International (MGM) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7358.979187,,"finance,earnings,hide-from-new"
648224,WAY,way-quarterly-earnings-nongaap-eps-10-29-2025-0pt35,Will Waystar Holding (WAY) beat quarterly earnings?,2025-10-29T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,3958.15968,,"earnings,hide-from-new,finance"
627672,AMP,amp-quarterly-earnings-nongaap-eps-10-30-2025-9pt68,Will Ameriprise Financial (AMP) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,65435.826552,,"earnings,economy,finance"
647852,BUD,bud-quarterly-earnings-nongaap-eps-10-30-2025-0pt95,Will Anheuser-Busch (BUD) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,18649.109021,,"earnings,hide-from-new,finance"
647871,LLY,lly-quarterly-earnings-nongaap-eps-10-30-2025-5pt92,Will Eli Lilly and Company (LLY) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,14055.315693,,"earnings,hide-from-new,finance"
647888,EL,el-quarterly-earnings-nongaap-eps-10-30-2025-0pt17,Will Estée Lauder Companies (EL) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,14093.487426,,"earnings,finance,hide-from-new"
647937,ICE,ice-quarterly-earnings-nongaap-eps-10-30-2025-1pt61,Will Intercontinental Exchange (ICE) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,7998.207119,,"hide-from-new,earnings,finance"
647938,MA,ma-quarterly-earnings-nongaap-eps-10-30-2025-4pt31,Will Mastercard (MA) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,30096.744216,,"earnings,finance,hide-from-new"
647962,RBLX,rblx-quarterly-earnings-gaap-eps-10-30-2025-neg0pt51,Will Roblox (RBLX) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,21466.192848,,"finance,earnings,hide-from-new"
647968,HGV,hgv-quarterly-earnings-nongaap-eps-10-30-2025-0pt97,Will Hilton Grand Vacations (HGV) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,5129.147714,,"earnings,hide-from-new,finance"
648017,SPGI,spgi-quarterly-earnings-nongaap-eps-10-30-2025-4pt41,Will S&P Global (SPGI) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10852.558411,,"hide-from-new,finance,earnings"
648033,SHAK,shak-quarterly-earnings-nongaap-eps-10-30-2025-0pt31,Will Shake Shack (SHAK) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12513.974061,,"earnings,finance,hide-from-new"
648217,TW,tw-quarterly-earnings-nongaap-eps-10-30-2025-0pt83,Will Tradeweb Markets (TW) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,8155.112423,,"earnings,hide-from-new,finance"
648377,FOXA,foxa-quarterly-earnings-nongaap-eps-10-30-2025-1pt1,Will Fox (FOXA) beat quarterly earnings?,2025-10-30T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10531.584012,,"earnings,finance,hide-from-new"
642131,AMZN,amzn-quarterly-earnings-gaap-eps-10-30-2025-1pt56,Will Amazon.com (AMZN) beat quarterly earnings?,2025-10-30T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,63823.611551,,"economy,earnings,hide-from-new"
647853,AAPL,aapl-quarterly-earnings-gaap-eps-10-30-2025-1pt76,Will Apple (AAPL) beat quarterly earnings?,2025-10-30T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,90394.750561,,"earnings,finance,hide-from-new"
647966,ROKU,roku-quarterly-earnings-gaap-eps-10-30-2025-0pt08,Will Roku (ROKU) beat quarterly earnings?,2025-10-30T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,10731.74446,,"earnings,hide-from-new,finance"
648379,RDDT,rddt-quarterly-earnings-gaap-eps-10-30-2025-0pt51,Will Reddit (RDDT) beat quarterly earnings?,2025-10-30T21:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,21766.75865,,"earnings,finance,hide-from-new"
648382,MSTR,mstr-quarterly-earnings-gaap-eps-10-30-2025-9pt67,Will Strategy (MSTR) beat quarterly earnings?,2025-10-30T21:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,49451.633401,,"stocks,earnings,hide-from-new,finance"
613046,XOM,xom-quarterly-earnings-nongaap-eps-2025-10-31-1pt75,Will Exxon Mobil (XOM) beat quarterly earnings?,2025-10-31T00:00:00Z,,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,74422.781346,,"earnings,economy,finance"
648228,CBOE,cboe-quarterly-earnings-nongaap-eps-10-31-2025-2pt53,Will Cboe Global Markets (CBOE) beat quarterly earnings?,2025-10-31T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,35983.096196,,"finance,earnings,hide-from-new"
648240,CVX,cvx-quarterly-earnings-nongaap-eps-10-31-2025-1pt7,Will Chevron (CVX) beat quarterly earnings?,2025-10-31T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,19290.997294,,"earnings,hide-from-new,finance"
648376,CL,cl-quarterly-earnings-nongaap-eps-10-31-2025-0pt89,Will Colgate-Palmolive (CL) beat quarterly earnings?,2025-10-31T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,11490.365127,,"earnings,finance,hide-from-new"
658579,BRK.A,brka-quarterly-earnings-gaap-eps-11-01-2025-8849,Will Berkshire Hathaway (BRK.A) beat quarterly earnings?,2025-11-01T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,1384.0051,,"hide-from-new,earnings,finance"
643018,IART,iart-quarterly-earnings-nongaap-eps-11-03-2025-0pt43,Will Integra LifeSciences Holdings (IART) beat quarterly earnings?,2025-11-03T14:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4075.731249,,"earnings,economy,hide-from-new"
652512,ARES,ares-quarterly-earnings-nongaap-eps-11-03-2025-1pt14,Will Ares Management (ARES) beat quarterly earnings?,2025-11-03T14:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,16946.424977,,"finance,hide-from-new,earnings"
652568,HESM,hesm-quarterly-earnings-gaap-eps-11-03-2025-0pt69,Will Hess Midstream (HESM) beat quarterly earnings?,2025-11-03T14:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,16892.847501,,"earnings,finance,hide-from-new"
642129,GTM,gtm-quarterly-earnings-nongaap-eps-11-03-2025-0pt26,Will ZoomInfo Technologies (GTM) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,8451.704302,,"earnings,economy,hide-from-new"
647860,CLX,clx-quarterly-earnings-nongaap-eps-11-03-2025-0pt79,Will Clorox (CLX) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,12625.799229,,"earnings,finance,hide-from-new"
647869,COIN,coin-quarterly-earnings-gaap-eps-11-03-2025-1pt18,Will Coinbase Global (COIN) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,33988.119127,,"earnings,hide-from-new,finance"
652465,PLTR,pltr-quarterly-earnings-nongaap-eps-11-03-2025-0pt17,Will Palantir Technologies (PLTR) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,70254.722923,,"earnings,finance,hide-from-new"
652509,WMB,wmb-quarterly-earnings-nongaap-eps-11-03-2025-0pt52,Will Williams Companies (WMB) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,9523.625596,,"earnings,hide-from-new,finance"
652566,GRAB,grab-quarterly-earnings-gaap-eps-11-03-2025-0pt01,Will Grab Holdings (GRAB) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,17805.769449,,"earnings,hide-from-new,finance"
652567,HIMS,hims-quarterly-earnings-gaap-eps-11-03-2025-0pt1,Will Hims & Hers Health (HIMS) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,No,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,35218.618643,,"earnings,hide-from-new,finance"
656735,CBT,cbt-quarterly-earnings-nongaap-eps-11-03-2025-1pt68,Will Cabot (CBT) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,4360.849684,,"hide-from-new,finance,earnings"
658859,GT,gt-quarterly-earnings-nongaap-eps-11-03-2025-0pt16,Will Goodyear Tire & Rubber (GT) beat quarterly earnings?,2025-11-03T22:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,9762.898791,,"finance,hide-from-new,earnings"
637875,HOG,hog-quarterly-earnings-gaap-eps-11-4-2025-1pt7,Will Harley-Davidson (HOG) beat quarterly earnings?,2025-11-04T13:00:00Z,https://seekingalpha.com/,Yes,True,True,False,True,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,,39369.678507,,"earnings,economy,hide-from-new"
